year,month,week,country,product,store,num_sold
2015,1,4,Norway,Kaggle Mug,KaggleRama,4109
2015,1,4,Norway,Kaggle Sticker,KaggleMart,1064
2015,1,4,Norway,Kaggle Sticker,KaggleRama,1803
2015,1,4,Sweden,Kaggle Hat,KaggleMart,2860
2015,1,4,Sweden,Kaggle Hat,KaggleRama,4835
2015,1,4,Sweden,Kaggle Mug,KaggleMart,1647
2015,1,4,Sweden,Kaggle Mug,KaggleRama,2992
2015,1,4,Sweden,Kaggle Sticker,KaggleMart,762
2015,1,4,Sweden,Kaggle Sticker,KaggleRama,1270
2015,1,5,Finland,Kaggle Hat,KaggleMart,1038
2015,1,5,Finland,Kaggle Hat,KaggleRama,1776
2015,1,5,Finland,Kaggle Mug,KaggleMart,597
2015,1,5,Finland,Kaggle Mug,KaggleRama,1069
2015,1,5,Finland,Kaggle Sticker,KaggleMart,266
2015,1,5,Finland,Kaggle Sticker,KaggleRama,441
2015,1,5,Norway,Kaggle Hat,KaggleMart,1795
2015,1,5,Norway,Kaggle Hat,KaggleRama,3164
2015,1,5,Norway,Kaggle Mug,KaggleMart,1061
2015,1,5,Norway,Kaggle Mug,KaggleRama,1765
2015,1,5,Norway,Kaggle Sticker,KaggleMart,461
2015,1,5,Norway,Kaggle Sticker,KaggleRama,846
2015,1,5,Sweden,Kaggle Hat,KaggleMart,1182
2015,1,5,Sweden,Kaggle Hat,KaggleRama,2227
2015,1,5,Sweden,Kaggle Mug,KaggleMart,727
2015,1,5,Sweden,Kaggle Mug,KaggleRama,1225
2015,1,5,Sweden,Kaggle Sticker,KaggleMart,325
2015,1,5,Sweden,Kaggle Sticker,KaggleRama,549
2015,2,1,Finland,Kaggle Hat,KaggleMart,2476
2015,2,1,Finland,Kaggle Hat,KaggleRama,4239
2015,2,1,Finland,Kaggle Mug,KaggleMart,1388
2015,2,1,Finland,Kaggle Mug,KaggleRama,2441
2015,2,1,Finland,Kaggle Sticker,KaggleMart,635
2015,2,1,Finland,Kaggle Sticker,KaggleRama,1069
2015,2,1,Norway,Kaggle Hat,KaggleMart,4283
2015,2,1,Norway,Kaggle Hat,KaggleRama,7455
2015,2,1,Norway,Kaggle Mug,KaggleMart,2381
2015,2,1,Norway,Kaggle Mug,KaggleRama,4159
2015,2,1,Norway,Kaggle Sticker,KaggleMart,1092
2015,2,1,Norway,Kaggle Sticker,KaggleRama,1869
2015,2,1,Sweden,Kaggle Hat,KaggleMart,3029
2015,2,1,Sweden,Kaggle Hat,KaggleRama,4998
2015,2,1,Sweden,Kaggle Mug,KaggleMart,1702
2015,2,1,Sweden,Kaggle Mug,KaggleRama,2836
2015,2,1,Sweden,Kaggle Sticker,KaggleMart,778
2015,2,1,Sweden,Kaggle Sticker,KaggleRama,1380
2015,2,2,Finland,Kaggle Hat,KaggleMart,2564
2015,2,2,Finland,Kaggle Hat,KaggleRama,4381
2015,2,2,Finland,Kaggle Mug,KaggleMart,1404
2015,2,2,Finland,Kaggle Mug,KaggleRama,2443
2015,2,2,Finland,Kaggle Sticker,KaggleMart,617
2015,2,2,Finland,Kaggle Sticker,KaggleRama,1097
2015,2,2,Norway,Kaggle Hat,KaggleMart,4324
2015,2,2,Norway,Kaggle Hat,KaggleRama,7687
2015,2,2,Norway,Kaggle Mug,KaggleMart,2399
2015,2,2,Norway,Kaggle Mug,KaggleRama,4139
2015,2,2,Norway,Kaggle Sticker,KaggleMart,1074
2015,2,2,Norway,Kaggle Sticker,KaggleRama,1942
2015,2,2,Sweden,Kaggle Hat,KaggleMart,3027
2015,2,2,Sweden,Kaggle Hat,KaggleRama,5285
2015,2,2,Sweden,Kaggle Mug,KaggleMart,1647
2015,2,2,Sweden,Kaggle Mug,KaggleRama,2920
2015,2,2,Sweden,Kaggle Sticker,KaggleMart,752
2015,2,2,Sweden,Kaggle Sticker,KaggleRama,1331
2015,2,3,Finland,Kaggle Hat,KaggleMart,2579
2015,2,3,Finland,Kaggle Hat,KaggleRama,4523
2015,2,3,Finland,Kaggle Mug,KaggleMart,1335
2015,2,3,Finland,Kaggle Mug,KaggleRama,2423
2015,2,3,Finland,Kaggle Sticker,KaggleMart,612
2015,2,3,Finland,Kaggle Sticker,KaggleRama,1079
2015,2,3,Norway,Kaggle Hat,KaggleMart,4399
2015,2,3,Norway,Kaggle Hat,KaggleRama,7614
2015,2,3,Norway,Kaggle Mug,KaggleMart,2393
2015,2,3,Norway,Kaggle Mug,KaggleRama,4072
2015,2,3,Norway,Kaggle Sticker,KaggleMart,1056
2015,2,3,Norway,Kaggle Sticker,KaggleRama,1875
2015,2,3,Sweden,Kaggle Hat,KaggleMart,3140
2015,2,3,Sweden,Kaggle Hat,KaggleRama,5226
2015,2,3,Sweden,Kaggle Mug,KaggleMart,1700
2015,2,3,Sweden,Kaggle Mug,KaggleRama,2886
2015,2,3,Sweden,Kaggle Sticker,KaggleMart,744
2015,2,3,Sweden,Kaggle Sticker,KaggleRama,1364
2015,2,4,Finland,Kaggle Hat,KaggleMart,2543
2015,2,4,Finland,Kaggle Hat,KaggleRama,4577
2015,2,4,Finland,Kaggle Mug,KaggleMart,1292
2015,2,4,Finland,Kaggle Mug,KaggleRama,2263
2015,2,4,Finland,Kaggle Sticker,KaggleMart,626
2015,2,4,Finland,Kaggle Sticker,KaggleRama,1072
2015,2,4,Norway,Kaggle Hat,KaggleMart,4447
2015,2,4,Norway,Kaggle Hat,KaggleRama,7959
2015,2,4,Norway,Kaggle Mug,KaggleMart,2315
2015,2,4,Norway,Kaggle Mug,KaggleRama,4081
2015,2,4,Norway,Kaggle Sticker,KaggleMart,1116
2015,2,4,Norway,Kaggle Sticker,KaggleRama,1867
2015,2,4,Sweden,Kaggle Hat,KaggleMart,3155
2015,2,4,Sweden,Kaggle Hat,KaggleRama,5483
2015,2,4,Sweden,Kaggle Mug,KaggleMart,1647
2015,2,4,Sweden,Kaggle Mug,KaggleRama,2800
2015,2,4,Sweden,Kaggle Sticker,KaggleMart,773
2015,2,4,Sweden,Kaggle Sticker,KaggleRama,1290
2015,3,1,Finland,Kaggle Hat,KaggleMart,2596
2015,3,1,Finland,Kaggle Hat,KaggleRama,4662
2015,3,1,Finland,Kaggle Mug,KaggleMart,1347
2015,3,1,Finland,Kaggle Mug,KaggleRama,2308
2015,3,1,Finland,Kaggle Sticker,KaggleMart,633
2015,3,1,Finland,Kaggle Sticker,KaggleRama,1076
2015,3,1,Norway,Kaggle Hat,KaggleMart,4453
2015,3,1,Norway,Kaggle Hat,KaggleRama,8184
2015,3,1,Norway,Kaggle Mug,KaggleMart,2246
2015,3,1,Norway,Kaggle Mug,KaggleRama,4063
2015,3,1,Norway,Kaggle Sticker,KaggleMart,1101
2015,3,1,Norway,Kaggle Sticker,KaggleRama,1903
2015,3,1,Sweden,Kaggle Hat,KaggleMart,3100
2015,3,1,Sweden,Kaggle Hat,KaggleRama,5600
2015,3,1,Sweden,Kaggle Mug,KaggleMart,1620
2015,3,1,Sweden,Kaggle Mug,KaggleRama,2865
2015,3,1,Sweden,Kaggle Sticker,KaggleMart,734
2015,3,1,Sweden,Kaggle Sticker,KaggleRama,1352
2015,3,2,Finland,Kaggle Hat,KaggleMart,2659
2015,3,2,Finland,Kaggle Hat,KaggleRama,4671
2015,3,2,Finland,Kaggle Mug,KaggleMart,1338
2015,3,2,Finland,Kaggle Mug,KaggleRama,2383
2015,3,2,Finland,Kaggle Sticker,KaggleMart,637
2015,3,2,Finland,Kaggle Sticker,KaggleRama,1091
2015,3,2,Norway,Kaggle Hat,KaggleMart,4647
2015,3,2,Norway,Kaggle Hat,KaggleRama,8082
2015,3,2,Norway,Kaggle Mug,KaggleMart,2297
2015,3,2,Norway,Kaggle Mug,KaggleRama,3889
2015,3,2,Norway,Kaggle Sticker,KaggleMart,1110
2015,3,2,Norway,Kaggle Sticker,KaggleRama,1889
2015,3,2,Sweden,Kaggle Hat,KaggleMart,3191
2015,3,2,Sweden,Kaggle Hat,KaggleRama,5312
2015,3,2,Sweden,Kaggle Mug,KaggleMart,1556
2015,3,2,Sweden,Kaggle Mug,KaggleRama,2767
2015,3,2,Sweden,Kaggle Sticker,KaggleMart,753
2015,3,2,Sweden,Kaggle Sticker,KaggleRama,1323
2015,3,3,Finland,Kaggle Hat,KaggleMart,2678
2015,3,3,Finland,Kaggle Hat,KaggleRama,4560
2015,3,3,Finland,Kaggle Mug,KaggleMart,1268
2015,3,3,Finland,Kaggle Mug,KaggleRama,2303
2015,3,3,Finland,Kaggle Sticker,KaggleMart,632
2015,3,3,Finland,Kaggle Sticker,KaggleRama,1120
2015,3,3,Norway,Kaggle Hat,KaggleMart,4634
2015,3,3,Norway,Kaggle Hat,KaggleRama,8237
2015,3,3,Norway,Kaggle Mug,KaggleMart,2304
2015,3,3,Norway,Kaggle Mug,KaggleRama,3953
2015,3,3,Norway,Kaggle Sticker,KaggleMart,1075
2015,3,3,Norway,Kaggle Sticker,KaggleRama,1935
2015,3,3,Sweden,Kaggle Hat,KaggleMart,3127
2015,3,3,Sweden,Kaggle Hat,KaggleRama,5881
2015,3,3,Sweden,Kaggle Mug,KaggleMart,1547
2015,3,3,Sweden,Kaggle Mug,KaggleRama,2748
2015,3,3,Sweden,Kaggle Sticker,KaggleMart,774
2015,3,3,Sweden,Kaggle Sticker,KaggleRama,1319
2015,3,4,Finland,Kaggle Hat,KaggleMart,2770
2015,3,4,Finland,Kaggle Hat,KaggleRama,4660
2015,3,4,Finland,Kaggle Mug,KaggleMart,1250
2015,3,4,Finland,Kaggle Mug,KaggleRama,2118
2015,3,4,Finland,Kaggle Sticker,KaggleMart,623
2015,3,4,Finland,Kaggle Sticker,KaggleRama,1090
2015,3,4,Norway,Kaggle Hat,KaggleMart,4608
2015,3,4,Norway,Kaggle Hat,KaggleRama,7976
2015,3,4,Norway,Kaggle Mug,KaggleMart,2215
2015,3,4,Norway,Kaggle Mug,KaggleRama,3703
2015,3,4,Norway,Kaggle Sticker,KaggleMart,1099
2015,3,4,Norway,Kaggle Sticker,KaggleRama,1882
2015,3,4,Sweden,Kaggle Hat,KaggleMart,3288
2015,3,4,Sweden,Kaggle Hat,KaggleRama,5596
2015,3,4,Sweden,Kaggle Mug,KaggleMart,1569
2015,3,4,Sweden,Kaggle Mug,KaggleRama,2740
2015,3,4,Sweden,Kaggle Sticker,KaggleMart,739
2015,3,4,Sweden,Kaggle Sticker,KaggleRama,1313
2015,3,5,Finland,Kaggle Hat,KaggleMart,1194
2015,3,5,Finland,Kaggle Hat,KaggleRama,2016
2015,3,5,Finland,Kaggle Mug,KaggleMart,562
2015,3,5,Finland,Kaggle Mug,KaggleRama,944
2015,3,5,Finland,Kaggle Sticker,KaggleMart,274
2015,3,5,Finland,Kaggle Sticker,KaggleRama,472
2015,3,5,Norway,Kaggle Hat,KaggleMart,1997
2015,3,5,Norway,Kaggle Hat,KaggleRama,3645
2015,3,5,Norway,Kaggle Mug,KaggleMart,937
2015,3,5,Norway,Kaggle Mug,KaggleRama,1610
2015,3,5,Norway,Kaggle Sticker,KaggleMart,485
2015,3,5,Norway,Kaggle Sticker,KaggleRama,829
2015,3,5,Sweden,Kaggle Hat,KaggleMart,1417
2015,3,5,Sweden,Kaggle Hat,KaggleRama,2430
2015,3,5,Sweden,Kaggle Mug,KaggleMart,655
2015,3,5,Sweden,Kaggle Mug,KaggleRama,1191
2015,3,5,Sweden,Kaggle Sticker,KaggleMart,324
2015,3,5,Sweden,Kaggle Sticker,KaggleRama,562
2015,4,1,Finland,Kaggle Hat,KaggleMart,2912
2015,4,1,Finland,Kaggle Hat,KaggleRama,5025
2015,4,1,Finland,Kaggle Mug,KaggleMart,1293
2015,4,1,Finland,Kaggle Mug,KaggleRama,2288
2015,4,1,Finland,Kaggle Sticker,KaggleMart,670
2015,4,1,Finland,Kaggle Sticker,KaggleRama,1189
2015,4,1,Norway,Kaggle Hat,KaggleMart,5541
2015,4,1,Norway,Kaggle Hat,KaggleRama,9144
2015,4,1,Norway,Kaggle Mug,KaggleMart,2494
2015,4,1,Norway,Kaggle Mug,KaggleRama,4301
2015,4,1,Norway,Kaggle Sticker,KaggleMart,1251
2015,4,1,Norway,Kaggle Sticker,KaggleRama,2206
2015,4,1,Sweden,Kaggle Hat,KaggleMart,3518
2015,4,1,Sweden,Kaggle Hat,KaggleRama,5929
2015,4,1,Sweden,Kaggle Mug,KaggleMart,1590
2015,4,1,Sweden,Kaggle Mug,KaggleRama,2732
2015,4,1,Sweden,Kaggle Sticker,KaggleMart,794
2015,4,1,Sweden,Kaggle Sticker,KaggleRama,1428
2015,4,2,Finland,Kaggle Hat,KaggleMart,3272
2015,4,2,Finland,Kaggle Hat,KaggleRama,5821
2015,4,2,Finland,Kaggle Mug,KaggleMart,1533
2015,4,2,Finland,Kaggle Mug,KaggleRama,2597
2015,4,2,Finland,Kaggle Sticker,KaggleMart,801
2015,4,2,Finland,Kaggle Sticker,KaggleRama,1359
2015,4,2,Norway,Kaggle Hat,KaggleMart,6144
2015,4,2,Norway,Kaggle Hat,KaggleRama,10393
2015,4,2,Norway,Kaggle Mug,KaggleMart,2766
2015,4,2,Norway,Kaggle Mug,KaggleRama,4663
2015,4,2,Norway,Kaggle Sticker,KaggleMart,1397
2015,4,2,Norway,Kaggle Sticker,KaggleRama,2424
2015,4,2,Sweden,Kaggle Hat,KaggleMart,4147
2015,4,2,Sweden,Kaggle Hat,KaggleRama,6981
2015,4,2,Sweden,Kaggle Mug,KaggleMart,1823
2015,4,2,Sweden,Kaggle Mug,KaggleRama,3202
2015,4,2,Sweden,Kaggle Sticker,KaggleMart,942
2015,4,2,Sweden,Kaggle Sticker,KaggleRama,1545
2015,4,3,Finland,Kaggle Hat,KaggleMart,2706
2015,4,3,Finland,Kaggle Hat,KaggleRama,4652
2015,4,3,Finland,Kaggle Mug,KaggleMart,1202
2015,4,3,Finland,Kaggle Mug,KaggleRama,2031
2015,4,3,Finland,Kaggle Sticker,KaggleMart,629
2015,4,3,Finland,Kaggle Sticker,KaggleRama,1078
2015,4,3,Norway,Kaggle Hat,KaggleMart,4657
2015,4,3,Norway,Kaggle Hat,KaggleRama,8046
2015,4,3,Norway,Kaggle Mug,KaggleMart,2125
2015,4,3,Norway,Kaggle Mug,KaggleRama,3607
2015,4,3,Norway,Kaggle Sticker,KaggleMart,1071
2015,4,3,Norway,Kaggle Sticker,KaggleRama,1889
2015,4,3,Sweden,Kaggle Hat,KaggleMart,3153
2015,4,3,Sweden,Kaggle Hat,KaggleRama,5807
2015,4,3,Sweden,Kaggle Mug,KaggleMart,1391
2015,4,3,Sweden,Kaggle Mug,KaggleRama,2426
2015,4,3,Sweden,Kaggle Sticker,KaggleMart,753
2015,4,3,Sweden,Kaggle Sticker,KaggleRama,1323
2015,4,4,Finland,Kaggle Hat,KaggleMart,2618
2015,4,4,Finland,Kaggle Hat,KaggleRama,4475
2015,4,4,Finland,Kaggle Mug,KaggleMart,1207
2015,4,4,Finland,Kaggle Mug,KaggleRama,2065
2015,4,4,Finland,Kaggle Sticker,KaggleMart,605
2015,4,4,Finland,Kaggle Sticker,KaggleRama,1108
2015,4,4,Norway,Kaggle Hat,KaggleMart,4582
2015,4,4,Norway,Kaggle Hat,KaggleRama,7944
2015,4,4,Norway,Kaggle Mug,KaggleMart,1970
2015,4,4,Norway,Kaggle Mug,KaggleRama,3569
2015,4,4,Norway,Kaggle Sticker,KaggleMart,1057
2015,4,4,Norway,Kaggle Sticker,KaggleRama,1868
2015,4,4,Sweden,Kaggle Hat,KaggleMart,3117
2015,4,4,Sweden,Kaggle Hat,KaggleRama,5410
2015,4,4,Sweden,Kaggle Mug,KaggleMart,1340
2015,4,4,Sweden,Kaggle Mug,KaggleRama,2386
2015,4,4,Sweden,Kaggle Sticker,KaggleMart,737
2015,4,4,Sweden,Kaggle Sticker,KaggleRama,1322
2015,4,5,Finland,Kaggle Hat,KaggleMart,726
2015,4,5,Finland,Kaggle Hat,KaggleRama,1169
2015,4,5,Finland,Kaggle Mug,KaggleMart,304
2015,4,5,Finland,Kaggle Mug,KaggleRama,553
2015,4,5,Finland,Kaggle Sticker,KaggleMart,165
2015,4,5,Finland,Kaggle Sticker,KaggleRama,290
2015,4,5,Norway,Kaggle Hat,KaggleMart,1164
2015,4,5,Norway,Kaggle Hat,KaggleRama,2113
2015,4,5,Norway,Kaggle Mug,KaggleMart,515
2015,4,5,Norway,Kaggle Mug,KaggleRama,939
2015,4,5,Norway,Kaggle Sticker,KaggleMart,274
2015,4,5,Norway,Kaggle Sticker,KaggleRama,491
2015,4,5,Sweden,Kaggle Hat,KaggleMart,810
2015,4,5,Sweden,Kaggle Hat,KaggleRama,1492
2015,4,5,Sweden,Kaggle Mug,KaggleMart,355
2015,4,5,Sweden,Kaggle Mug,KaggleRama,630
2015,4,5,Sweden,Kaggle Sticker,KaggleMart,206
2015,4,5,Sweden,Kaggle Sticker,KaggleRama,341
2015,5,1,Finland,Kaggle Hat,KaggleMart,2836
2015,5,1,Finland,Kaggle Hat,KaggleRama,4948
2015,5,1,Finland,Kaggle Mug,KaggleMart,1229
2015,5,1,Finland,Kaggle Mug,KaggleRama,2196
2015,5,1,Finland,Kaggle Sticker,KaggleMart,682
2015,5,1,Finland,Kaggle Sticker,KaggleRama,1183
2015,5,1,Norway,Kaggle Hat,KaggleMart,4912
2015,5,1,Norway,Kaggle Hat,KaggleRama,8845
2015,5,1,Norway,Kaggle Mug,KaggleMart,2214
2015,5,1,Norway,Kaggle Mug,KaggleRama,3874
2015,5,1,Norway,Kaggle Sticker,KaggleMart,1218
2015,5,1,Norway,Kaggle Sticker,KaggleRama,2026
2015,5,1,Sweden,Kaggle Hat,KaggleMart,3452
2015,5,1,Sweden,Kaggle Hat,KaggleRama,6065
2015,5,1,Sweden,Kaggle Mug,KaggleMart,1497
2015,5,1,Sweden,Kaggle Mug,KaggleRama,2626
2015,5,1,Sweden,Kaggle Sticker,KaggleMart,845
2015,5,1,Sweden,Kaggle Sticker,KaggleRama,1426
2015,5,2,Finland,Kaggle Hat,KaggleMart,2696
2015,5,2,Finland,Kaggle Hat,KaggleRama,4697
2015,5,2,Finland,Kaggle Mug,KaggleMart,1153
2015,5,2,Finland,Kaggle Mug,KaggleRama,1967
2015,5,2,Finland,Kaggle Sticker,KaggleMart,639
2015,5,2,Finland,Kaggle Sticker,KaggleRama,1100
2015,5,2,Norway,Kaggle Hat,KaggleMart,4587
2015,5,2,Norway,Kaggle Hat,KaggleRama,8074
2015,5,2,Norway,Kaggle Mug,KaggleMart,1944
2015,5,2,Norway,Kaggle Mug,KaggleRama,3522
2015,5,2,Norway,Kaggle Sticker,KaggleMart,1083
2015,5,2,Norway,Kaggle Sticker,KaggleRama,1928
2015,5,2,Sweden,Kaggle Hat,KaggleMart,3215
2015,5,2,Sweden,Kaggle Hat,KaggleRama,5392
2015,5,2,Sweden,Kaggle Mug,KaggleMart,1368
2015,5,2,Sweden,Kaggle Mug,KaggleRama,2383
2015,5,2,Sweden,Kaggle Sticker,KaggleMart,787
2015,5,2,Sweden,Kaggle Sticker,KaggleRama,1351
2015,5,3,Finland,Kaggle Hat,KaggleMart,2852
2015,5,3,Finland,Kaggle Hat,KaggleRama,4884
2015,5,3,Finland,Kaggle Mug,KaggleMart,1195
2015,5,3,Finland,Kaggle Mug,KaggleRama,2124
2015,5,3,Finland,Kaggle Sticker,KaggleMart,691
2015,5,3,Finland,Kaggle Sticker,KaggleRama,1225
2015,5,3,Norway,Kaggle Hat,KaggleMart,5219
2015,5,3,Norway,Kaggle Hat,KaggleRama,8748
2015,5,3,Norway,Kaggle Mug,KaggleMart,2239
2015,5,3,Norway,Kaggle Mug,KaggleRama,3814
2015,5,3,Norway,Kaggle Sticker,KaggleMart,1277
2015,5,3,Norway,Kaggle Sticker,KaggleRama,2172
2015,5,3,Sweden,Kaggle Hat,KaggleMart,3352
2015,5,3,Sweden,Kaggle Hat,KaggleRama,5897
2015,5,3,Sweden,Kaggle Mug,KaggleMart,1460
2015,5,3,Sweden,Kaggle Mug,KaggleRama,2562
2015,5,3,Sweden,Kaggle Sticker,KaggleMart,831
2015,5,3,Sweden,Kaggle Sticker,KaggleRama,1427
2015,5,4,Finland,Kaggle Hat,KaggleMart,2539
2015,5,4,Finland,Kaggle Hat,KaggleRama,4704
2015,5,4,Finland,Kaggle Mug,KaggleMart,1168
2015,5,4,Finland,Kaggle Mug,KaggleRama,1993
2015,5,4,Finland,Kaggle Sticker,KaggleMart,674
2015,5,4,Finland,Kaggle Sticker,KaggleRama,1161
2015,5,4,Norway,Kaggle Hat,KaggleMart,4947
2015,5,4,Norway,Kaggle Hat,KaggleRama,8490
2015,5,4,Norway,Kaggle Mug,KaggleMart,2190
2015,5,4,Norway,Kaggle Mug,KaggleRama,3786
2015,5,4,Norway,Kaggle Sticker,KaggleMart,1279
2015,5,4,Norway,Kaggle Sticker,KaggleRama,2189
2015,5,4,Sweden,Kaggle Hat,KaggleMart,3171
2015,5,4,Sweden,Kaggle Hat,KaggleRama,5642
2015,5,4,Sweden,Kaggle Mug,KaggleMart,1397
2015,5,4,Sweden,Kaggle Mug,KaggleRama,2414
2015,5,4,Sweden,Kaggle Sticker,KaggleMart,798
2015,5,4,Sweden,Kaggle Sticker,KaggleRama,1423
2015,5,5,Finland,Kaggle Hat,KaggleMart,1241
2015,5,5,Finland,Kaggle Hat,KaggleRama,2197
2015,5,5,Finland,Kaggle Mug,KaggleMart,578
2015,5,5,Finland,Kaggle Mug,KaggleRama,989
2015,5,5,Finland,Kaggle Sticker,KaggleMart,312
2015,5,5,Finland,Kaggle Sticker,KaggleRama,595
2015,5,5,Norway,Kaggle Hat,KaggleMart,2600
2015,5,5,Norway,Kaggle Hat,KaggleRama,4562
2015,5,5,Norway,Kaggle Mug,KaggleMart,1088
2015,5,5,Norway,Kaggle Mug,KaggleRama,1989
2015,5,5,Norway,Kaggle Sticker,KaggleMart,689
2015,5,5,Norway,Kaggle Sticker,KaggleRama,1095
2015,5,5,Sweden,Kaggle Hat,KaggleMart,1499
2015,5,5,Sweden,Kaggle Hat,KaggleRama,2663
2015,5,5,Sweden,Kaggle Mug,KaggleMart,678
2015,5,5,Sweden,Kaggle Mug,KaggleRama,1155
2015,5,5,Sweden,Kaggle Sticker,KaggleMart,392
2015,5,5,Sweden,Kaggle Sticker,KaggleRama,740
2015,6,1,Finland,Kaggle Hat,KaggleMart,2398
2015,6,1,Finland,Kaggle Hat,KaggleRama,4356
2015,6,1,Finland,Kaggle Mug,KaggleMart,1079
2015,6,1,Finland,Kaggle Mug,KaggleRama,1913
2015,6,1,Finland,Kaggle Sticker,KaggleMart,636
2015,6,1,Finland,Kaggle Sticker,KaggleRama,1123
2015,6,1,Norway,Kaggle Hat,KaggleMart,4295
2015,6,1,Norway,Kaggle Hat,KaggleRama,7410
2015,6,1,Norway,Kaggle Mug,KaggleMart,1941
2015,6,1,Norway,Kaggle Mug,KaggleRama,3235
2015,6,1,Norway,Kaggle Sticker,KaggleMart,1110
2015,6,1,Norway,Kaggle Sticker,KaggleRama,1932
2015,6,1,Sweden,Kaggle Hat,KaggleMart,2948
2015,6,1,Sweden,Kaggle Hat,KaggleRama,4892
2015,6,1,Sweden,Kaggle Mug,KaggleMart,1321
2015,6,1,Sweden,Kaggle Mug,KaggleRama,2218
2015,6,1,Sweden,Kaggle Sticker,KaggleMart,791
2015,6,1,Sweden,Kaggle Sticker,KaggleRama,1293
2015,6,2,Finland,Kaggle Hat,KaggleMart,2397
2015,6,2,Finland,Kaggle Hat,KaggleRama,4273
2015,6,2,Finland,Kaggle Mug,KaggleMart,1096
2015,6,2,Finland,Kaggle Mug,KaggleRama,1833
2015,6,2,Finland,Kaggle Sticker,KaggleMart,619
2015,6,2,Finland,Kaggle Sticker,KaggleRama,1114
2015,6,2,Norway,Kaggle Hat,KaggleMart,4152
2015,6,2,Norway,Kaggle Hat,KaggleRama,7237
