,row_id,date,country,store,product,num_sold,year,month,day
80,80,2015-01-05,Norway,KaggleMart,Kaggle Sticker,184,2015,1,5
81,81,2015-01-05,Norway,KaggleRama,Kaggle Mug,739,2015,1,5
82,82,2015-01-05,Norway,KaggleRama,Kaggle Hat,1126,2015,1,5
83,83,2015-01-05,Norway,KaggleRama,Kaggle Sticker,310,2015,1,5
84,84,2015-01-05,Sweden,KaggleMart,Kaggle Mug,298,2015,1,5
85,85,2015-01-05,Sweden,KaggleMart,Kaggle Hat,442,2015,1,5
86,86,2015-01-05,Sweden,KaggleMart,Kaggle Sticker,127,2015,1,5
87,87,2015-01-05,Sweden,KaggleRama,Kaggle Mug,512,2015,1,5
88,88,2015-01-05,Sweden,KaggleRama,Kaggle Hat,796,2015,1,5
89,89,2015-01-05,Sweden,KaggleRama,Kaggle Sticker,227,2015,1,5
90,90,2015-01-06,Finland,KaggleMart,Kaggle Mug,223,2015,1,6
91,91,2015-01-06,Finland,KaggleMart,Kaggle Hat,389,2015,1,6
92,92,2015-01-06,Finland,KaggleMart,Kaggle Sticker,99,2015,1,6
93,93,2015-01-06,Finland,KaggleRama,Kaggle Mug,407,2015,1,6
94,94,2015-01-06,Finland,KaggleRama,Kaggle Hat,636,2015,1,6
95,95,2015-01-06,Finland,KaggleRama,Kaggle Sticker,168,2015,1,6
96,96,2015-01-06,Norway,KaggleMart,Kaggle Mug,402,2015,1,6
97,97,2015-01-06,Norway,KaggleMart,Kaggle Hat,683,2015,1,6
98,98,2015-01-06,Norway,KaggleMart,Kaggle Sticker,181,2015,1,6
99,99,2015-01-06,Norway,KaggleRama,Kaggle Mug,681,2015,1,6
100,100,2015-01-06,Norway,KaggleRama,Kaggle Hat,1131,2015,1,6
101,101,2015-01-06,Norway,KaggleRama,Kaggle Sticker,306,2015,1,6
102,102,2015-01-06,Sweden,KaggleMart,Kaggle Mug,256,2015,1,6
103,103,2015-01-06,Sweden,KaggleMart,Kaggle Hat,411,2015,1,6
104,104,2015-01-06,Sweden,KaggleMart,Kaggle Sticker,111,2015,1,6
105,105,2015-01-06,Sweden,KaggleRama,Kaggle Mug,471,2015,1,6
106,106,2015-01-06,Sweden,KaggleRama,Kaggle Hat,853,2015,1,6
107,107,2015-01-06,Sweden,KaggleRama,Kaggle Sticker,206,2015,1,6
108,108,2015-01-07,Finland,KaggleMart,Kaggle Mug,229,2015,1,7
109,109,2015-01-07,Finland,KaggleMart,Kaggle Hat,342,2015,1,7
110,110,2015-01-07,Finland,KaggleMart,Kaggle Sticker,91,2015,1,7
111,111,2015-01-07,Finland,KaggleRama,Kaggle Mug,356,2015,1,7
112,112,2015-01-07,Finland,KaggleRama,Kaggle Hat,576,2015,1,7
113,113,2015-01-07,Finland,KaggleRama,Kaggle Sticker,173,2015,1,7
114,114,2015-01-07,Norway,KaggleMart,Kaggle Mug,371,2015,1,7
115,115,2015-01-07,Norway,KaggleMart,Kaggle Hat,504,2015,1,7
116,116,2015-01-07,Norway,KaggleMart,Kaggle Sticker,149,2015,1,7
117,117,2015-01-07,Norway,KaggleRama,Kaggle Mug,653,2015,1,7
118,118,2015-01-07,Norway,KaggleRama,Kaggle Hat,958,2015,1,7
119,119,2015-01-07,Norway,KaggleRama,Kaggle Sticker,262,2015,1,7
120,120,2015-01-07,Sweden,KaggleMart,Kaggle Mug,256,2015,1,7
121,121,2015-01-07,Sweden,KaggleMart,Kaggle Hat,415,2015,1,7
122,122,2015-01-07,Sweden,KaggleMart,Kaggle Sticker,119,2015,1,7
123,123,2015-01-07,Sweden,KaggleRama,Kaggle Mug,442,2015,1,7
124,124,2015-01-07,Sweden,KaggleRama,Kaggle Hat,689,2015,1,7
125,125,2015-01-07,Sweden,KaggleRama,Kaggle Sticker,208,2015,1,7
126,126,2015-01-08,Finland,KaggleMart,Kaggle Mug,205,2015,1,8
127,127,2015-01-08,Finland,KaggleMart,Kaggle Hat,355,2015,1,8
128,128,2015-01-08,Finland,KaggleMart,Kaggle Sticker,93,2015,1,8
129,129,2015-01-08,Finland,KaggleRama,Kaggle Mug,353,2015,1,8
130,130,2015-01-08,Finland,KaggleRama,Kaggle Hat,581,2015,1,8
131,131,2015-01-08,Finland,KaggleRama,Kaggle Sticker,163,2015,1,8
132,132,2015-01-08,Norway,KaggleMart,Kaggle Mug,361,2015,1,8
133,133,2015-01-08,Norway,KaggleMart,Kaggle Hat,574,2015,1,8
134,134,2015-01-08,Norway,KaggleMart,Kaggle Sticker,163,2015,1,8
135,135,2015-01-08,Norway,KaggleRama,Kaggle Mug,538,2015,1,8
136,136,2015-01-08,Norway,KaggleRama,Kaggle Hat,1004,2015,1,8
137,137,2015-01-08,Norway,KaggleRama,Kaggle Sticker,263,2015,1,8
138,138,2015-01-08,Sweden,KaggleMart,Kaggle Mug,259,2015,1,8
139,139,2015-01-08,Sweden,KaggleMart,Kaggle Hat,402,2015,1,8
140,140,2015-01-08,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,8
141,141,2015-01-08,Sweden,KaggleRama,Kaggle Mug,493,2015,1,8
142,142,2015-01-08,Sweden,KaggleRama,Kaggle Hat,723,2015,1,8
143,143,2015-01-08,Sweden,KaggleRama,Kaggle Sticker,202,2015,1,8
144,144,2015-01-09,Finland,KaggleMart,Kaggle Mug,223,2015,1,9
145,145,2015-01-09,Finland,KaggleMart,Kaggle Hat,344,2015,1,9
146,146,2015-01-09,Finland,KaggleMart,Kaggle Sticker,101,2015,1,9
147,147,2015-01-09,Finland,KaggleRama,Kaggle Mug,386,2015,1,9
148,148,2015-01-09,Finland,KaggleRama,Kaggle Hat,634,2015,1,9
149,149,2015-01-09,Finland,KaggleRama,Kaggle Sticker,165,2015,1,9
150,150,2015-01-09,Norway,KaggleMart,Kaggle Mug,338,2015,1,9
151,151,2015-01-09,Norway,KaggleMart,Kaggle Hat,566,2015,1,9
152,152,2015-01-09,Norway,KaggleMart,Kaggle Sticker,153,2015,1,9
153,153,2015-01-09,Norway,KaggleRama,Kaggle Mug,605,2015,1,9
154,154,2015-01-09,Norway,KaggleRama,Kaggle Hat,1053,2015,1,9
155,155,2015-01-09,Norway,KaggleRama,Kaggle Sticker,258,2015,1,9
156,156,2015-01-09,Sweden,KaggleMart,Kaggle Mug,268,2015,1,9
157,157,2015-01-09,Sweden,KaggleMart,Kaggle Hat,422,2015,1,9
158,158,2015-01-09,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,9
159,159,2015-01-09,Sweden,KaggleRama,Kaggle Mug,479,2015,1,9
160,160,2015-01-09,Sweden,KaggleRama,Kaggle Hat,731,2015,1,9
161,161,2015-01-09,Sweden,KaggleRama,Kaggle Sticker,194,2015,1,9
162,162,2015-01-10,Finland,KaggleMart,Kaggle Mug,280,2015,1,10
163,163,2015-01-10,Finland,KaggleMart,Kaggle Hat,456,2015,1,10
164,164,2015-01-10,Finland,KaggleMart,Kaggle Sticker,126,2015,1,10
165,165,2015-01-10,Finland,KaggleRama,Kaggle Mug,469,2015,1,10
166,166,2015-01-10,Finland,KaggleRama,Kaggle Hat,703,2015,1,10
167,167,2015-01-10,Finland,KaggleRama,Kaggle Sticker,198,2015,1,10
168,168,2015-01-10,Norway,KaggleMart,Kaggle Mug,433,2015,1,10
169,169,2015-01-10,Norway,KaggleMart,Kaggle Hat,512,2015,1,10
170,170,2015-01-10,Norway,KaggleMart,Kaggle Sticker,172,2015,1,10
171,171,2015-01-10,Norway,KaggleRama,Kaggle Mug,602,2015,1,10
172,172,2015-01-10,Norway,KaggleRama,Kaggle Hat,1122,2015,1,10
173,173,2015-01-10,Norway,KaggleRama,Kaggle Sticker,326,2015,1,10
174,174,2015-01-10,Sweden,KaggleMart,Kaggle Mug,332,2015,1,10
175,175,2015-01-10,Sweden,KaggleMart,Kaggle Hat,547,2015,1,10
176,176,2015-01-10,Sweden,KaggleMart,Kaggle Sticker,137,2015,1,10
177,177,2015-01-10,Sweden,KaggleRama,Kaggle Mug,536,2015,1,10
178,178,2015-01-10,Sweden,KaggleRama,Kaggle Hat,955,2015,1,10
179,179,2015-01-10,Sweden,KaggleRama,Kaggle Sticker,254,2015,1,10
180,180,2015-01-11,Finland,KaggleMart,Kaggle Mug,231,2015,1,11
181,181,2015-01-11,Finland,KaggleMart,Kaggle Hat,447,2015,1,11
182,182,2015-01-11,Finland,KaggleMart,Kaggle Sticker,114,2015,1,11
183,183,2015-01-11,Finland,KaggleRama,Kaggle Mug,454,2015,1,11
184,184,2015-01-11,Finland,KaggleRama,Kaggle Hat,676,2015,1,11
185,185,2015-01-11,Finland,KaggleRama,Kaggle Sticker,205,2015,1,11
186,186,2015-01-11,Norway,KaggleMart,Kaggle Mug,387,2015,1,11
187,187,2015-01-11,Norway,KaggleMart,Kaggle Hat,679,2015,1,11
188,188,2015-01-11,Norway,KaggleMart,Kaggle Sticker,170,2015,1,11
189,189,2015-01-11,Norway,KaggleRama,Kaggle Mug,717,2015,1,11
190,190,2015-01-11,Norway,KaggleRama,Kaggle Hat,1109,2015,1,11
191,191,2015-01-11,Norway,KaggleRama,Kaggle Sticker,301,2015,1,11
192,192,2015-01-11,Sweden,KaggleMart,Kaggle Mug,354,2015,1,11
193,193,2015-01-11,Sweden,KaggleMart,Kaggle Hat,531,2015,1,11
194,194,2015-01-11,Sweden,KaggleMart,Kaggle Sticker,142,2015,1,11
195,195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538,2015,1,11
196,196,2015-01-11,Sweden,KaggleRama,Kaggle Hat,882,2015,1,11
197,197,2015-01-11,Sweden,KaggleRama,Kaggle Sticker,243,2015,1,11
198,198,2015-01-12,Finland,KaggleMart,Kaggle Mug,197,2015,1,12
199,199,2015-01-12,Finland,KaggleMart,Kaggle Hat,324,2015,1,12
200,200,2015-01-12,Finland,KaggleMart,Kaggle Sticker,84,2015,1,12
201,201,2015-01-12,Finland,KaggleRama,Kaggle Mug,354,2015,1,12
202,202,2015-01-12,Finland,KaggleRama,Kaggle Hat,560,2015,1,12
203,203,2015-01-12,Finland,KaggleRama,Kaggle Sticker,151,2015,1,12
204,204,2015-01-12,Norway,KaggleMart,Kaggle Mug,323,2015,1,12
205,205,2015-01-12,Norway,KaggleMart,Kaggle Hat,510,2015,1,12
206,206,2015-01-12,Norway,KaggleMart,Kaggle Sticker,147,2015,1,12
207,207,2015-01-12,Norway,KaggleRama,Kaggle Mug,534,2015,1,12
208,208,2015-01-12,Norway,KaggleRama,Kaggle Hat,885,2015,1,12
209,209,2015-01-12,Norway,KaggleRama,Kaggle Sticker,265,2015,1,12
210,210,2015-01-12,Sweden,KaggleMart,Kaggle Mug,245,2015,1,12
211,211,2015-01-12,Sweden,KaggleMart,Kaggle Hat,360,2015,1,12
212,212,2015-01-12,Sweden,KaggleMart,Kaggle Sticker,118,2015,1,12
213,213,2015-01-12,Sweden,KaggleRama,Kaggle Mug,456,2015,1,12
214,214,2015-01-12,Sweden,KaggleRama,Kaggle Hat,642,2015,1,12
215,215,2015-01-12,Sweden,KaggleRama,Kaggle Sticker,168,2015,1,12
216,216,2015-01-13,Finland,KaggleMart,Kaggle Mug,186,2015,1,13
217,217,2015-01-13,Finland,KaggleMart,Kaggle Hat,318,2015,1,13
218,218,2015-01-13,Finland,KaggleMart,Kaggle Sticker,84,2015,1,13
219,219,2015-01-13,Finland,KaggleRama,Kaggle Mug,354,2015,1,13
220,220,2015-01-13,Finland,KaggleRama,Kaggle Hat,580,2015,1,13
221,221,2015-01-13,Finland,KaggleRama,Kaggle Sticker,149,2015,1,13
222,222,2015-01-13,Norway,KaggleMart,Kaggle Mug,311,2015,1,13
223,223,2015-01-13,Norway,KaggleMart,Kaggle Hat,522,2015,1,13
224,224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140,2015,1,13
225,225,2015-01-13,Norway,KaggleRama,Kaggle Mug,534,2015,1,13
226,226,2015-01-13,Norway,KaggleRama,Kaggle Hat,939,2015,1,13
227,227,2015-01-13,Norway,KaggleRama,Kaggle Sticker,231,2015,1,13
228,228,2015-01-13,Sweden,KaggleMart,Kaggle Mug,221,2015,1,13
229,229,2015-01-13,Sweden,KaggleMart,Kaggle Hat,355,2015,1,13
230,230,2015-01-13,Sweden,KaggleMart,Kaggle Sticker,101,2015,1,13
231,231,2015-01-13,Sweden,KaggleRama,Kaggle Mug,409,2015,1,13
232,232,2015-01-13,Sweden,KaggleRama,Kaggle Hat,653,2015,1,13
233,233,2015-01-13,Sweden,KaggleRama,Kaggle Sticker,173,2015,1,13
234,234,2015-01-14,Finland,KaggleMart,Kaggle Mug,187,2015,1,14
235,235,2015-01-14,Finland,KaggleMart,Kaggle Hat,324,2015,1,14
236,236,2015-01-14,Finland,KaggleMart,Kaggle Sticker,86,2015,1,14
237,237,2015-01-14,Finland,KaggleRama,Kaggle Mug,337,2015,1,14
238,238,2015-01-14,Finland,KaggleRama,Kaggle Hat,547,2015,1,14
239,239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142,2015,1,14
240,240,2015-01-14,Norway,KaggleMart,Kaggle Mug,325,2015,1,14
241,241,2015-01-14,Norway,KaggleMart,Kaggle Hat,495,2015,1,14
242,242,2015-01-14,Norway,KaggleMart,Kaggle Sticker,144,2015,1,14
243,243,2015-01-14,Norway,KaggleRama,Kaggle Mug,545,2015,1,14
244,244,2015-01-14,Norway,KaggleRama,Kaggle Hat,946,2015,1,14
245,245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247,2015,1,14
246,246,2015-01-14,Sweden,KaggleMart,Kaggle Mug,235,2015,1,14
247,247,2015-01-14,Sweden,KaggleMart,Kaggle Hat,339,2015,1,14
248,248,2015-01-14,Sweden,KaggleMart,Kaggle Sticker,102,2015,1,14
249,249,2015-01-14,Sweden,KaggleRama,Kaggle Mug,402,2015,1,14
250,250,2015-01-14,Sweden,KaggleRama,Kaggle Hat,649,2015,1,14
251,251,2015-01-14,Sweden,KaggleRama,Kaggle Sticker,177,2015,1,14
252,252,2015-01-15,Finland,KaggleMart,Kaggle Mug,184,2015,1,15
253,253,2015-01-15,Finland,KaggleMart,Kaggle Hat,295,2015,1,15
254,254,2015-01-15,Finland,KaggleMart,Kaggle Sticker,77,2015,1,15
255,255,2015-01-15,Finland,KaggleRama,Kaggle Mug,306,2015,1,15
256,256,2015-01-15,Finland,KaggleRama,Kaggle Hat,569,2015,1,15
257,257,2015-01-15,Finland,KaggleRama,Kaggle Sticker,149,2015,1,15
258,258,2015-01-15,Norway,KaggleMart,Kaggle Mug,316,2015,1,15
259,259,2015-01-15,Norway,KaggleMart,Kaggle Hat,505,2015,1,15
260,260,2015-01-15,Norway,KaggleMart,Kaggle Sticker,135,2015,1,15
261,261,2015-01-15,Norway,KaggleRama,Kaggle Mug,564,2015,1,15
262,262,2015-01-15,Norway,KaggleRama,Kaggle Hat,972,2015,1,15
263,263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252,2015,1,15
264,264,2015-01-15,Sweden,KaggleMart,Kaggle Mug,220,2015,1,15
265,265,2015-01-15,Sweden,KaggleMart,Kaggle Hat,362,2015,1,15
266,266,2015-01-15,Sweden,KaggleMart,Kaggle Sticker,94,2015,1,15
267,267,2015-01-15,Sweden,KaggleRama,Kaggle Mug,363,2015,1,15
268,268,2015-01-15,Sweden,KaggleRama,Kaggle Hat,593,2015,1,15
269,269,2015-01-15,Sweden,KaggleRama,Kaggle Sticker,157,2015,1,15
270,270,2015-01-16,Finland,KaggleMart,Kaggle Mug,196,2015,1,16
271,271,2015-01-16,Finland,KaggleMart,Kaggle Hat,292,2015,1,16
272,272,2015-01-16,Finland,KaggleMart,Kaggle Sticker,89,2015,1,16
273,273,2015-01-16,Finland,KaggleRama,Kaggle Mug,332,2015,1,16
274,274,2015-01-16,Finland,KaggleRama,Kaggle Hat,474,2015,1,16
275,275,2015-01-16,Finland,KaggleRama,Kaggle Sticker,151,2015,1,16
276,276,2015-01-16,Norway,KaggleMart,Kaggle Mug,347,2015,1,16
277,277,2015-01-16,Norway,KaggleMart,Kaggle Hat,514,2015,1,16
278,278,2015-01-16,Norway,KaggleMart,Kaggle Sticker,171,2015,1,16
279,279,2015-01-16,Norway,KaggleRama,Kaggle Mug,571,2015,1,16
280,280,2015-01-16,Norway,KaggleRama,Kaggle Hat,1008,2015,1,16
281,281,2015-01-16,Norway,KaggleRama,Kaggle Sticker,253,2015,1,16
282,282,2015-01-16,Sweden,KaggleMart,Kaggle Mug,213,2015,1,16
283,283,2015-01-16,Sweden,KaggleMart,Kaggle Hat,376,2015,1,16
284,284,2015-01-16,Sweden,KaggleMart,Kaggle Sticker,98,2015,1,16
285,285,2015-01-16,Sweden,KaggleRama,Kaggle Mug,396,2015,1,16
286,286,2015-01-16,Sweden,KaggleRama,Kaggle Hat,635,2015,1,16
287,287,2015-01-16,Sweden,KaggleRama,Kaggle Sticker,180,2015,1,16
288,288,2015-01-17,Finland,KaggleMart,Kaggle Mug,220,2015,1,17
289,289,2015-01-17,Finland,KaggleMart,Kaggle Hat,427,2015,1,17
290,290,2015-01-17,Finland,KaggleMart,Kaggle Sticker,111,2015,1,17
291,291,2015-01-17,Finland,KaggleRama,Kaggle Mug,406,2015,1,17
292,292,2015-01-17,Finland,KaggleRama,Kaggle Hat,701,2015,1,17
293,293,2015-01-17,Finland,KaggleRama,Kaggle Sticker,176,2015,1,17
294,294,2015-01-17,Norway,KaggleMart,Kaggle Mug,399,2015,1,17
295,295,2015-01-17,Norway,KaggleMart,Kaggle Hat,671,2015,1,17
296,296,2015-01-17,Norway,KaggleMart,Kaggle Sticker,184,2015,1,17
297,297,2015-01-17,Norway,KaggleRama,Kaggle Mug,712,2015,1,17
298,298,2015-01-17,Norway,KaggleRama,Kaggle Hat,1109,2015,1,17
299,299,2015-01-17,Norway,KaggleRama,Kaggle Sticker,316,2015,1,17
300,300,2015-01-17,Sweden,KaggleMart,Kaggle Mug,254,2015,1,17
301,301,2015-01-17,Sweden,KaggleMart,Kaggle Hat,487,2015,1,17
302,302,2015-01-17,Sweden,KaggleMart,Kaggle Sticker,123,2015,1,17
303,303,2015-01-17,Sweden,KaggleRama,Kaggle Mug,507,2015,1,17
304,304,2015-01-17,Sweden,KaggleRama,Kaggle Hat,781,2015,1,17
305,305,2015-01-17,Sweden,KaggleRama,Kaggle Sticker,196,2015,1,17
306,306,2015-01-18,Finland,KaggleMart,Kaggle Mug,233,2015,1,18
307,307,2015-01-18,Finland,KaggleMart,Kaggle Hat,371,2015,1,18
308,308,2015-01-18,Finland,KaggleMart,Kaggle Sticker,104,2015,1,18
309,309,2015-01-18,Finland,KaggleRama,Kaggle Mug,396,2015,1,18
310,310,2015-01-18,Finland,KaggleRama,Kaggle Hat,617,2015,1,18
311,311,2015-01-18,Finland,KaggleRama,Kaggle Sticker,163,2015,1,18
312,312,2015-01-18,Norway,KaggleMart,Kaggle Mug,411,2015,1,18
313,313,2015-01-18,Norway,KaggleMart,Kaggle Hat,626,2015,1,18
314,314,2015-01-18,Norway,KaggleMart,Kaggle Sticker,161,2015,1,18
315,315,2015-01-18,Norway,KaggleRama,Kaggle Mug,698,2015,1,18
316,316,2015-01-18,Norway,KaggleRama,Kaggle Hat,1109,2015,1,18
317,317,2015-01-18,Norway,KaggleRama,Kaggle Sticker,299,2015,1,18
318,318,2015-01-18,Sweden,KaggleMart,Kaggle Mug,246,2015,1,18
319,319,2015-01-18,Sweden,KaggleMart,Kaggle Hat,443,2015,1,18
320,320,2015-01-18,Sweden,KaggleMart,Kaggle Sticker,127,2015,1,18
321,321,2015-01-18,Sweden,KaggleRama,Kaggle Mug,485,2015,1,18
322,322,2015-01-18,Sweden,KaggleRama,Kaggle Hat,851,2015,1,18
323,323,2015-01-18,Sweden,KaggleRama,Kaggle Sticker,214,2015,1,18
324,324,2015-01-19,Finland,KaggleMart,Kaggle Mug,166,2015,1,19
325,325,2015-01-19,Finland,KaggleMart,Kaggle Hat,288,2015,1,19
326,326,2015-01-19,Finland,KaggleMart,Kaggle Sticker,73,2015,1,19
327,327,2015-01-19,Finland,KaggleRama,Kaggle Mug,343,2015,1,19
328,328,2015-01-19,Finland,KaggleRama,Kaggle Hat,560,2015,1,19
329,329,2015-01-19,Finland,KaggleRama,Kaggle Sticker,158,2015,1,19
330,330,2015-01-19,Norway,KaggleMart,Kaggle Mug,303,2015,1,19
331,331,2015-01-19,Norway,KaggleMart,Kaggle Hat,545,2015,1,19
332,332,2015-01-19,Norway,KaggleMart,Kaggle Sticker,137,2015,1,19
333,333,2015-01-19,Norway,KaggleRama,Kaggle Mug,527,2015,1,19
334,334,2015-01-19,Norway,KaggleRama,Kaggle Hat,913,2015,1,19
335,335,2015-01-19,Norway,KaggleRama,Kaggle Sticker,244,2015,1,19
336,336,2015-01-19,Sweden,KaggleMart,Kaggle Mug,223,2015,1,19
337,337,2015-01-19,Sweden,KaggleMart,Kaggle Hat,375,2015,1,19
338,338,2015-01-19,Sweden,KaggleMart,Kaggle Sticker,106,2015,1,19
339,339,2015-01-19,Sweden,KaggleRama,Kaggle Mug,369,2015,1,19
340,340,2015-01-19,Sweden,KaggleRama,Kaggle Hat,569,2015,1,19
341,341,2015-01-19,Sweden,KaggleRama,Kaggle Sticker,148,2015,1,19
